Id,Label,io,iob,year,field,field2,type,polygon_field,color_field,polygon_io,color_io,color_io2,polygon
61,CP2009SESDecl,CP,,2009,Political,,Decl,3,#e377c2,7,#8c564b,,0
62,CP2011ColomboDecl,CP,,2011,NonHR,NonHR-Health,Decl,,#c7c7c7,7,#8c564b,,0
63,CP2013ChiangMai,CP,,2013,NonHR,NonHR-Development,Decl,,#c7c7c7,7,#8c564b,,0
64,CP2013KathmanduDecl,CP,,2013,NonHR,NonHR-Health,Decl,,#c7c7c7,7,#8c564b,,0
65,CP2013PanamaDecl,CP,,2013,NonHR,NonHR-Health,Decl,,#c7c7c7,7,#8c564b,,0
66,CoE1949Statute,CoE,COP,1949,Institution,,Statute,,#9467bd,4,#ff7f0e,,0
67,CoE1950HRConv,CoE,CM,1950,General,,Conv,,#2ca02c,4,#ff7f0e,,0
68,CoE1952HRConvP1,CoE,CM,1952,General,,Prot,,#2ca02c,4,#ff7f0e,,0
69,CoE1953ProtSocMedAss,CoE,CM,1953,EcoSoc,,Prot,5,#ff7f0e,4,#ff7f0e,,0
70,CoE1953SocMedAss,CoE,CM,1953,EcoSoc,,Conv,5,#ff7f0e,4,#ff7f0e,,0
71,CoE1955Estab,CoE,CM,1955,Civil,JustSys,Conv,4,#1f77b4,4,#ff7f0e,,0
72,CoE1957Extra,CoE,CM,1957,Civil,JustSys,Conv,4,#1f77b4,4,#ff7f0e,,0
73,CoE1957MovPers,CoE,CM,1957,Political,Migrate,Agre,3,#e377c2,4,#ff7f0e,,0
74,CoE1959AssCrime,CoE,CM,1959,Civil,JustSys,Conv,4,#1f77b4,4,#ff7f0e,,0
75,CoE1959VisaRefugee,CoE,CM,1959,Political,Refugee,Agre,3,#e377c2,4,#ff7f0e,,0
76,CoE1961ESC,CoE,CM,1961,EcoSoc,,Conv,5,#ff7f0e,4,#ff7f0e,,0
77,CoE1963HRConvP2,CoE,CM,1963,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
78,CoE1963HRConvP3,CoE,CM,1963,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
79,CoE1963HRConvP4,CoE,CM,1963,General,,Prot,,#2ca02c,4,#ff7f0e,,0
80,CoE1964CodeSocSec,CoE,CM,1964,EcoSoc,,Conv,5,#ff7f0e,4,#ff7f0e,,0
81,CoE1964ProtCodeSocSec,CoE,CM,1964,EcoSoc,,Prot,5,#ff7f0e,4,#ff7f0e,,0
82,CoE1966HRConvP5,CoE,CM,1966,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
83,CoE1967AdopChild,CoE,CM,1967,Discrimination,Children,Conv,6,#d62728,4,#ff7f0e,,0
84,CoE1969AgreeParticEC,CoE,CM,1969,Civil,,Agre,4,#1f77b4,4,#ff7f0e,,0
85,CoE1970CrimJudg,CoE,CM,1970,Civil,JustSys,Conv,4,#1f77b4,4,#ff7f0e,,0
86,CoE1970RepaChild,CoE,CM,1970,Discrimination,Children,Conv,6,#d62728,4,#ff7f0e,,0
87,CoE1972SocSec,CoE,CM,1972,EcoSoc,SocSec,Conv,5,#ff7f0e,4,#ff7f0e,,0
88,CoE1972SuppSocSec,CoE,CM,1972,EcoSoc,SocSec,Agre,5,#ff7f0e,4,#ff7f0e,,0
89,CoE1974CrimeHuman,CoE,CM,1974,IHL,WarCrimes,Conv,8,#7f7f7f,4,#ff7f0e,,0
90,CoE1975APExtra,CoE,CM,1975,Civil,JustSys,Prot,4,#1f77b4,4,#ff7f0e,,0
91,CoE1975StatChild,CoE,CM,1975,Discrimination,Children,Conv,6,#d62728,4,#ff7f0e,,0
92,CoE1977StatMigrant,CoE,CM,1977,Political,Migrate,Conv,3,#e377c2,4,#ff7f0e,,0
93,CoE1978APAssCrime,CoE,CM,1978,Civil,,Prot,4,#1f77b4,4,#ff7f0e,,0
94,CoE1978APExtra2,CoE,CM,1978,Civil,JustSys,Prot,4,#1f77b4,4,#ff7f0e,,0
95,CoE1980CustChild,CoE,CM,1980,Discrimination,Children,Conv,6,#d62728,4,#ff7f0e,,0
96,CoE1980TrasRefugee,CoE,CM,1980,Political,Refugee,Agre,3,#e377c2,4,#ff7f0e,,0
97,CoE1981ProtAutomData,CoE,CM,1981,NonHR,,Prot,,#c7c7c7,4,#ff7f0e,,0
98,CoE1983HRConvP6,CoE,CM,1983,Civil,PhysInt,Prot,4,#1f77b4,4,#ff7f0e,,0
99,CoE1983TransSent,CoE,CM,1983,Civil,JustSys,Conv,4,#1f77b4,4,#ff7f0e,,0
100,CoE1984HRConvP7,CoE,CM,1984,Civil,JustSys,Prot,4,#1f77b4,4,#ff7f0e,,0
101,CoE1985HRConvP8,CoE,CM,1985,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
102,CoE1987Torture,CoE,CM,1987,Civil,PhysInt,Conv,4,#1f77b4,4,#ff7f0e,,0
103,CoE1988ESCP1,CoE,CM,1988,EcoSoc,,Prot,5,#ff7f0e,4,#ff7f0e,,0
104,CoE1990HRConvP9,CoE,CM,1990,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
105,CoE1990SocSecrev,CoE,CM,1990,EcoSoc,SocSec,Conv,5,#ff7f0e,4,#ff7f0e,,0
106,CoE1991CoMRec9111,CoE,CM,1991,Discrimination,Crime,Rec,6,#d62728,4,#ff7f0e,,0
107,CoE1991ESCP2,CoE,CM,1991,EcoSoc,,Prot,5,#ff7f0e,4,#ff7f0e,,0
108,CoE1992HRConvP10,CoE,CM,1992,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
109,CoE1992RegMinLang,CoE,CM,1992,Community,Minority,Conv,7,#8c564b,4,#ff7f0e,,0
110,CoE1993COEfirstSummit,CoE,CM,1993,NonHR,NonHR-Institutions,Decl,,#c7c7c7,4,#ff7f0e,,0
111,CoE1993TortureP1,CoE,CM,1993,Civil,PhysInt,Prot,4,#1f77b4,4,#ff7f0e,,0
112,CoE1993TortureP2,CoE,CM,1993,Civil,PhysInt,Prot,4,#1f77b4,4,#ff7f0e,,0
113,CoE1994HRConvP11,CoE,CM,1994,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
114,CoE1994ProtSocSec,CoE,CM,1994,EcoSoc,SocSec,Prot,5,#ff7f0e,4,#ff7f0e,,0
115,CoE1995APESC,CoE,CM,1995,EcoSoc,,Prot,5,#ff7f0e,4,#ff7f0e,,0
116,CoE1995NatMin,CoE,CM,1995,Community,Minority,Conv,7,#8c564b,4,#ff7f0e,,0
117,CoE1996ESCrev,CoE,CM,1996,EcoSoc,,Conv,5,#ff7f0e,4,#ff7f0e,,0
118,CoE1996ExcChild,CoE,CM,1996,Discrimination,Children,Conv,6,#d62728,4,#ff7f0e,,0
119,CoE1996ParticECHR,CoE,CM,1996,Institution,,Agre,,#9467bd,4,#ff7f0e,,0
120,CoE1996RecParticipWomMenDecis,EU,CoEU,1996,Political,Women,Rec,3,#e377c2,4,#e7ee6c,,0
121,CoE1997APTransSent,CoE,CM,1997,Civil,,Prot,4,#1f77b4,4,#ff7f0e,,0
122,CoE1997BioMed,CoE,CM,1997,Civil,Bio,Conv,4,#1f77b4,4,#ff7f0e,,0
123,CoE1997NationalConv,CoE,CM,1997,Community,Minority,Conv,7,#8c564b,4,#ff7f0e,,0
124,CoE1998APBioMed,CoE,CM,1998,Civil,Bio,Prot,4,#1f77b4,4,#ff7f0e,,0
125,CoE2000HRConvP12,CoE,CM,2000,Discrimination,,Prot,6,#d62728,4,#ff7f0e,,0
126,CoE2001CoMRec200114,CoE,CM,2001,NonHR,NonHR-Environment,Rec,,#c7c7c7,4,#ff7f0e,,0
127,CoE2001Cyber,CoE,CM,2001,NonHR,NonHR-Crime,Conv,,#c7c7c7,4,#ff7f0e,,0
128,CoE2002APBioMed,CoE,CM,2002,Civil,Bio,Prot,4,#1f77b4,4,#ff7f0e,,0
129,CoE2002HRConvP13,CoE,CM,2002,Civil,PhysInt,Prot,4,#1f77b4,4,#ff7f0e,,0
130,CoE2003APCyberRace,CoE,CM,2003,Discrimination,,Prot,6,#d62728,4,#ff7f0e,,0
131,CoE2003Rec8,CoE,CM,2003,EcoSoc,Edu,Rec,5,#ff7f0e,4,#ff7f0e,,0
132,CoE2004HRConvP14,CoE,CM,2004,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
133,CoE2005APBioMedRes,CoE,CM,2005,Civil,Bio,Prot,4,#1f77b4,4,#ff7f0e,,0
134,CoE2005Tarff,CoE,CM,2005,Civil,Traffick,Conv,4,#1f77b4,4,#ff7f0e,,0
135,CoE2006Rec8,CoE,CM,2006,Civil,Crime,Rec,4,#1f77b4,4,#ff7f0e,,0
136,CoE2007Child,CoE,CM,2007,Discrimination,Children,Conv,6,#d62728,4,#ff7f0e,,0
137,CoE2007ECRIGenPolRec11,CoE,ECRI,2007,Discrimination,Race,GenRec,6,#d62728,4,#ff7f0e,,3
138,CoE2008APBioMedGen,CoE,CM,2008,Civil,Bio,Prot,4,#1f77b4,4,#ff7f0e,,0
139,CoE2008ChildRev,CoE,CM,2008,Discrimination,Children,Conv,6,#d62728,4,#ff7f0e,,0
140,CoE2008Rec10,CoE,CM,2008,Political,Migrate,Rec,3,#e377c2,4,#ff7f0e,,0
141,CoE2008Res23,CoE,CM,2008,Discrimination,Children,Res,6,#d62728,4,#ff7f0e,,0
142,CoE2009HRConvP14bis,CoE,CM,2009,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
143,CoE2010APExtra3,CoE,CM,2010,Civil,JustSys,Prot,4,#1f77b4,4,#ff7f0e,,0
144,CoE2011VAW,CoE,CM,2011,Discrimination,Women,Conv,6,#d62728,4,#ff7f0e,,0
145,CoE2012APExtra4,CoE,CM,2012,Civil,JustSys,Prot,4,#1f77b4,4,#ff7f0e,,0
146,CoE2013HRConvP15,CoE,CM,2013,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
147,CoE2013HRConvP16,CoE,CM,2013,Institution,,Prot,,#9467bd,4,#ff7f0e,,0
148,CoE2013Rec2011,CoE,PA,2013,Civil,Migrate,Rec,4,#1f77b4,4,#ff7f0e,,0
149,CoE2013Res1922,CoE,PA,2013,NonHR,Crime,Res,,#c7c7c7,4,#ff7f0e,,0
150,CoE2015Rec3,CoE,CM,2015,EcoSoc,Children,Rec,5,#ff7f0e,4,#ff7f0e,,0
151,CoE2015TraffOrg,CoE,CM,2015,Civil,Traffick,Conv,4,#1f77b4,4,#ff7f0e,,0
152,CoE2016Rec3,CoE,CM,2016,EcoSoc,Biz,Rec,5,#ff7f0e,4,#ff7f0e,,0
153,CoE2017ProtAPTransSent,CoE,CM,2017,Civil,,Prot,4,#1f77b4,4,#ff7f0e,,0
154,CoE2020Rec2171,CoE,PA,2020,NonHR,Crime,Rec,,#c7c7c7,4,#ff7f0e,,0
155,CoE2022Rec20,CoE,CM,2022,Community,Enviro,Rec,7,#8c564b,4,#ff7f0e,,0
156,CoE2022Rec21,CoE,CM,2022,Civil,Traffick,Rec,4,#1f77b4,4,#ff7f0e,,0
157,CoERec20025,CoE,CM,2002,Discrimination,Women,Rec,6,#d62728,4,#ff7f0e,,0
158,CoERec200717,CoE,CM,2007,Discrimination,Women,Rec,6,#d62728,4,#ff7f0e,,0
159,CoERec201010,CoE,CM,2010,Discrimination,Women,Rec,6,#d62728,4,#ff7f0e,,0
160,CoP1956Slavery,CP,,1956,Civil,PhysInt,Conv,4,#1f77b4,7,#8c564b,,0
161,CoP1983Racism,WC,,1983,Discrimination,Race,Decl,6,#d62728,7,#8c564b,,0
162,CoP2001Racism,WC,,2001,Discrimination,Race,Decl,6,#d62728,7,#8c564b,,0
163,EU2000CharterFundRig,EU,,2000,General,,Charter,,#2ca02c,4,#e7ee6c,,0
164,EU2001StandVictCrime,EU,CEU,2001,Civil,JustSys,Decl,4,#1f77b4,4,#e7ee6c,,0
165,EU2002CombTraffick,EU,CEU,2002,Civil,Traffick,Decl,4,#1f77b4,4,#e7ee6c,,0
166,EU2004CombSexChild,EU,CEU,2004,Discrimination,Children,Decl,6,#d62728,4,#e7ee6c,,0
167,EcoSoc155CVII,UN,EcoSoc,1948,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
168,EcoSoc1959731FXXVIII,UN,EcoSoc,1959,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
169,EcoSoc1961830DXXXII,UN,EcoSoc,1961,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
170,EcoSoc19651086BXXXIX,UN,EcoSoc,1965,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
171,EcoSoc197416LVI,UN,EcoSoc,1974,Civil,PhysInt,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
172,EcoSoc197417LVI,UN,EcoSoc,1974,Institution,,Res,,#9467bd,,#1f77b4,#b7ed57,0
173,EcoSoc197818,UN,EcoSoc,1978,Discrimination,Children,Res,6,#d62728,,#1f77b4,#b7ed57,0
174,EcoSoc197840,UN,EcoSoc,1978,Discrimination,Children,Res,6,#d62728,,#1f77b4,#b7ed57,0
175,EcoSoc1980127,UN,EcoSoc,1980,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
176,EcoSoc198067,UN,EcoSoc,1980,NonHR,NonHR-Institutions,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
177,EcoSoc198414,UN,EcoSoc,1984,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
178,EcoSoc1984153,UN,EcoSoc,1984,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
179,EcoSoc198447,UN,EcoSoc,1984,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
180,EcoSoc1984SafegDeath,UN,EcoSoc,1984,Civil,PhysInt,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
181,EcoSoc198610,UN,EcoSoc,1986,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
182,EcoSoc198611,UN,EcoSoc,1986,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
183,EcoSoc198718,UN,EcoSoc,1987,Institution,,Res,,#9467bd,,#1f77b4,#b7ed57,0
184,EcoSoc19872,UN,EcoSoc,1987,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
185,EcoSoc198749,UN,EcoSoc,1987,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
186,EcoSoc198753,UN,EcoSoc,1987,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
187,EcoSoc198827,UN,EcoSoc,1988,Discrimination,Women,Res,6,#d62728,,#1f77b4,#b7ed57,0
188,EcoSoc198844,UN,EcoSoc,1988,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
189,EcoSoc19886,UN,EcoSoc,1988,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
190,EcoSoc198950,UN,EcoSoc,1989,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
191,EcoSoc198957,UN,EcoSoc,1989,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
192,EcoSoc198964,UN,EcoSoc,1989,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
193,EcoSoc198968,UN,EcoSoc,1989,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
194,EcoSoc198969,UN,EcoSoc,1989,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
195,EcoSoc1989PrevInvest,UN,EcoSoc,1989,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
196,EcoSoc199015,UN,EcoSoc,1990,Discrimination,Women,Res,6,#d62728,,#1f77b4,#b7ed57,0
197,EcoSoc199027,UN,EcoSoc,1990,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
198,EcoSoc199041,UN,EcoSoc,1990,Community,Enviro,Res,7,#8c564b,,#1f77b4,#b7ed57,0
199,EcoSoc199118,UN,EcoSoc,1991,Discrimination,Women,Res,6,#d62728,,#1f77b4,#b7ed57,0
200,EcoSoc199322,UN,EcoSoc,1993,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
201,EcoSoc1993258,UN,EcoSoc,1993,Discrimination,,Res,6,#d62728,,#1f77b4,#b7ed57,0
202,EcoSoc199332,UN,EcoSoc,1993,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
203,EcoSoc199334,UN,EcoSoc,1993,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
204,EcoSoc199418,UN,EcoSoc,1994,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
205,EcoSoc199419,UN,EcoSoc,1994,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
206,EcoSoc19951,UN,EcoSoc,1995,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
207,EcoSoc199513,UN,EcoSoc,1995,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
208,EcoSoc199613,UN,EcoSoc,1996,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
209,EcoSoc199616,UN,EcoSoc,1996,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
210,EcoSoc199631,UN,EcoSoc,1996,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
211,EcoSoc199730,UN,EcoSoc,1997,Discrimination,Children,Res,6,#d62728,,#1f77b4,#b7ed57,0
212,EcoSoc199733,UN,EcoSoc,1997,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
213,EcoSoc199736,UN,EcoSoc,1997,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
214,EcoSoc1997ChildCrime,UN,EcoSoc,1997,Discrimination,Children,Guide,6,#d62728,,#1f77b4,#b7ed57,0
215,EcoSoc199821,UN,EcoSoc,1998,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
216,EcoSoc199823,UN,EcoSoc,1998,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
217,EcoSoc199833,UN,EcoSoc,1998,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
218,EcoSoc19991,UN,EcoSoc,1999,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
219,EcoSoc199926,UN,EcoSoc,1999,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
220,EcoSoc199927,UN,EcoSoc,1999,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
221,EcoSoc199928,UN,EcoSoc,1999,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
222,EcoSoc200014,UN,EcoSoc,2000,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
223,EcoSoc20002,UN,EcoSoc,2000,Discrimination,Children,Res,6,#d62728,,#1f77b4,#b7ed57,0
224,EcoSoc200121,UN,EcoSoc,2001,Institution,,Res,,#9467bd,,#1f77b4,#b7ed57,0
225,EcoSoc20021,UN,EcoSoc,2002,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
226,EcoSoc200213,UN,EcoSoc,2002,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
227,EcoSoc200215,UN,EcoSoc,2002,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
228,EcoSoc200217,UN,EcoSoc,2002,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
229,EcoSoc20033,UN,EcoSoc,2003,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
230,EcoSoc200330,UN,EcoSoc,2003,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
231,EcoSoc200425,UN,EcoSoc,2004,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
232,EcoSoc200427,UN,EcoSoc,2004,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
233,EcoSoc200428,UN,EcoSoc,2004,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
234,EcoSoc200432,UN,EcoSoc,2004,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
235,EcoSoc200514,UN,EcoSoc,2005,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
236,EcoSoc200515,UN,EcoSoc,2005,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
237,EcoSoc200516,UN,EcoSoc,2005,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
238,EcoSoc200517,UN,EcoSoc,2005,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
239,EcoSoc200518,UN,EcoSoc,2005,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
240,EcoSoc200519,UN,EcoSoc,2005,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
241,EcoSoc200520,UN,EcoSoc,2005,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
242,EcoSoc200521,UN,EcoSoc,2005,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
243,EcoSoc200620,UN,EcoSoc,2006,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
244,EcoSoc200621,UN,EcoSoc,2006,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
245,EcoSoc200622,UN,EcoSoc,2006,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
246,EcoSoc200623,UN,EcoSoc,2006,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
247,EcoSoc200626,UN,EcoSoc,2006,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
248,EcoSoc200627,UN,EcoSoc,2006,Civil,Traffick,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
249,EcoSoc200712,UN,EcoSoc,2007,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
250,EcoSoc200719,UN,EcoSoc,2007,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
251,EcoSoc200720,UN,EcoSoc,2007,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
252,EcoSoc200721,UN,EcoSoc,2007,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
253,EcoSoc200722,UN,EcoSoc,2007,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
254,EcoSoc200723,UN,EcoSoc,2007,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
255,EcoSoc200724,UN,EcoSoc,2007,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
256,EcoSoc2007253,UN,EcoSoc,2007,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
257,EcoSoc200823,UN,EcoSoc,2008,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
258,EcoSoc200824,UN,EcoSoc,2008,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
259,EcoSoc2008245,UN,EcoSoc,2008,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
260,EcoSoc200825,UN,EcoSoc,2008,NonHR,,Res,,#c7c7c7,,#1f77b4,#b7ed57,0
261,EcoSoc200833,UN,EcoSoc,2008,Civil,Traffick,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
262,EcoSoc200926,UN,EcoSoc,2009,Civil,,Res,4,#1f77b4,,#1f77b4,#b7ed57,0
263,Geneva1924RightsChild,LN,AS,1924,Discrimination,Children,Decl,6,#d62728,,#100b65,,0
264,Geneva1949IIIpow,CP,,1949,IHL,WarRights,Conv,8,#7f7f7f,7,#8c564b,,0
265,Geneva1949IIwoundSea,CP,,1949,IHL,WarRights,Conv,8,#7f7f7f,7,#8c564b,,0
266,Geneva1949IVcivil,CP,,1949,IHL,WarRights,Conv,8,#7f7f7f,7,#8c564b,,0
267,Geneva1949IwoundField,CP,,1949,IHL,WarRights,Conv,8,#7f7f7f,7,#8c564b,,0
268,Geneva1977P1,CP,,1977,IHL,WarRights,Prot,8,#7f7f7f,7,#8c564b,,0
269,Geneva1977P2,CP,,1977,IHL,WarRights,Prot,8,#7f7f7f,7,#8c564b,,0
270,HCCH1973Conv23,HCCH,COP,1973,NonHR,,Conv,,#c7c7c7,4,#f8c1cb,,0
271,HCCH1973Conv24,HCCH,COP,1973,NonHR,,Conv,,#c7c7c7,4,#f8c1cb,,0
272,HCCH1980ChildAbduc,HCCH,COP,1980,Discrimination,Children,Conv,6,#d62728,4,#f8c1cb,,0
273,HCCH1993ProtChildInterC,HCCH,COP,1993,Discrimination,Children,Conv,6,#d62728,4,#f8c1cb,,0
274,HCCH1996ParentRespChildProt,HCCH,COP,1996,Discrimination,Children,Conv,6,#d62728,4,#f8c1cb,,0
275,ILA1984ParisMinStandHRinEmerg,ILA,,1984,General,,,,#2ca02c,,,,0
276,ILO1919Const,ILO,COP,1919,Institution,,Const,,#9467bd,7,#d62728,,0
277,ILO1919HoursWorkConv,ILO,ILC,1919,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
278,ILO1919MinAgeInd,ILO,ILC,1919,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
279,ILO1919UnemployConv,ILO,ILC,1919,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
280,ILO1920MinAgeSea,ILO,ILC,1920,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
281,ILO1921MinAgeAgric,ILO,ILC,1921,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
282,ILO1921TrimStok,ILO,ILC,1921,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
283,ILO1921WeeklyRestConv,ILO,ILC,1921,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
284,ILO1925EqualTreatConv,ILO,ILC,1925,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
285,ILO1928MinWagFixConv,ILO,ILC,1928,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
286,ILO1930ForcLabConv,ILO,ILC,1930,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
287,ILO1930HoursofW,ILO,ILC,1930,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
288,ILO1932MinAgeNonIndEmpl,ILO,ILC,1932,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
289,ILO1933FeeChargEmploy,ILO,ILC,1933,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
290,ILO1933InvalidInsAgr,ILO,ILC,1933,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
291,ILO1933InvalidInsInd,ILO,ILC,1933,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
292,ILO1933OldAgeAgr,ILO,ILC,1933,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
293,ILO1933OldAgeInd,ILO,ILC,1933,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
294,ILO1933SurvInsAgr,ILO,ILC,1933,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
295,ILO1933SurvInsInd,ILO,ILC,1933,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
296,ILO1934UnemplProvConv,ILO,ILC,1934,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
297,ILO1934UnemplProvRec,ILO,ILC,1934,EcoSoc,SocSec,Rec,5,#ff7f0e,7,#d62728,,0
298,ILO1935FourtyHWeek,ILO,ILC,1935,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
299,ILO1935MigPension,ILO,ILC,1935,Political,Migrate,Conv,3,#e377c2,7,#d62728,,0
